Area Codes,All Ages
E01009050,1964
E01009057,2144
E01009059,1851
E01009060,1678
E01033621,3078
E01009268,1589
E01009272,1431
E01009274,2179
E01009349,2054
E01009351,1846
E01009354,1650
E01008899,1244
E01008901,1816
E01008916,1754
E01033636,3363
E01009079,1505
E01009080,1225
E01009081,1323
E01009083,1562
E01009275,1740
E01009350,1668
E01009352,1721
E01009353,1615
E01009355,1612
E01033635,3135
E01008905,1799
E01008907,1680
E01009047,1839
E01009048,2007
E01009062,1737
E01008909,1768
E01033628,2828
E01033637,2904
E01009084,1863
E01009085,2135
E01009087,1615
E01009089,1655
E01009090,1979
E01009201,1822
E01009202,1748
E01009203,3208
E01009082,1461
E01009086,2082
E01009480,2050
E01009481,2378
E01009486,2100
E01009487,2278
E01009088,1676
E01009091,1607
E01009305,1615
E01009307,1543
E01009309,1805
E01009304,1851
E01009306,1644
E01009308,2046
E01009310,1849
E01009348,2313
E01009358,1991
E01009359,2260
E01009360,2604
E01009361,2389
E01009478,1963
E01009479,2444
E01009482,1814
E01009484,1830
E01009485,1930
E01008906,1833
E01008911,1797
E01009347,1453
E01033559,1861
E01033638,1830
E01008910,1553
E01008913,1915
E01008914,3187
E01033561,4100
E01033617,4168
E01009194,3301
E01009483,1995
E01009488,2385
E01009489,2102
E01009491,1933
E01009192,2730
E01009199,1577
E01009204,1950
E01033644,3110
E01009151,2021
E01009152,2150
E01009153,2222
E01009345,2617
E01009346,1843
E01009092,1755
E01009093,1714
E01009094,1547
E01009298,1666
E01009311,1690
E01009511,1615
E01009475,2162
E01009476,1997
E01009477,1857
E01009490,2153
E01009492,1991
E01009095,1816
E01009507,1606
E01009508,1656
E01009509,1931
E01009510,1604
E01009297,1601
E01009299,1708
E01009300,1914
E01009301,1607
E01009303,1502
E01009195,2758
E01009197,1834
E01009198,1983
E01033647,1580
E01033649,2077
E01009138,2074
E01009139,1680
E01009140,2054
E01009145,2295
E01009147,1832
E01009512,1952
E01009514,1573
E01009516,1474
E01009517,1747
E01009325,1893
E01009342,1832
E01009343,1976
E01033642,3192
E01008986,1960
E01008987,1780
E01008988,2407
E01008989,2010
E01008990,1316
E01008991,1538
E01008882,1789
E01008896,1665
E01008898,1685
E01009326,2077
E01009341,1679
E01009513,1809
E01008881,1687
E01008897,1790
E01009515,1642
E01009518,1615
E01009521,1675
E01009302,1436
E01009314,1826
E01009321,1995
E01009322,1783
E01009323,1642
E01009329,2485
E01009334,1808
E01009337,1929
E01009338,1577
E01009380,1765
E01009362,1350
E01009363,1587
E01009364,1508
E01009365,1898
E01009379,1744
E01009312,1562
E01009324,1686
E01009519,1497
E01009520,1804
E01009066,1716
E01009070,1683
E01009252,1521
E01009260,1513
E01009261,1603
E01008984,2272
E01008994,1779
E01008996,1678
E01008997,1438
E01009065,1762
E01009067,1518
E01009068,1714
E01009069,1642
E01009072,1620
E01008885,1354
E01008886,1585
E01008888,1650
E01009313,1566
E01009368,1425
E01009371,1849
E01009397,1708
E01033650,2623
E01008883,2060
E01008884,2088
E01008887,1626
E01008889,1830
E01008982,1663
E01008992,1762
E01009283,1576
E01033631,6414
E01009249,1551
E01009250,1609
E01009251,1475
E01009253,1504
E01009255,1542
E01009257,1557
E01009315,1582
E01009316,1710
E01009317,1938
E01009318,1546
E01009319,1567
E01009320,1578
E01009372,1855
E01009373,1920
E01009396,2229
E01033643,3257
E01009367,1673
E01009375,1927
E01009377,1500
E01009383,1518
E01009399,1667
E01009366,1635
E01009374,1143
E01009376,1630
E01033648,2695
E01009073,1679
E01009074,1730
E01009254,1651
E01009256,1642
E01009258,1519
E01009071,1698
E01009075,1960
E01009078,1647
E01033562,2711
E01009183,1659
E01009186,1672
E01033645,3554
E01008890,1887
E01008891,1586
E01008892,1565
E01008893,1838
E01008894,1557
E01008895,1923
E01009015,1827
E01009014,2091
E01009018,1769
E01009026,1627
E01009028,1918
E01009029,1598
E01009182,1618
E01009184,1636
E01009187,1525
E01009188,1527
E01009384,1386
E01009385,1281
E01009185,1661
E01009389,1744
E01009390,1531
E01009394,1769
E01008918,1772
E01008920,1343
E01008921,1435
E01008931,1453
E01009259,1664
E01008919,1612
E01009064,1451
E01009077,1832
E01009291,1521
E01009500,1582
E01009284,3147
E01009286,2575
E01009289,2412
E01009290,2438
E01033634,4271
E01009017,1718
E01009043,1963
E01009044,1725
E01009045,1867
E01009046,1826
E01009395,1771
E01009016,1597
E01009022,1783
E01009023,1716
E01009030,1517
E01009281,1401
E01009292,1653
E01009294,1799
E01009295,1766
E01009280,1347
E01009282,1686
E01009288,1187
E01009293,1608
E01009296,1639
E01008924,1456
E01009501,1557
E01009502,1518
E01009503,1618
E01009505,1740
E01008917,1333
E01008923,1424
E01008925,1231
E01008927,1405
E01008928,1510
E01009019,1629
E01009020,1545
E01009021,1629
E01009024,1682
E01009025,1555
E01009033,1876
E01009175,1502
E01009177,1584
E01009178,1604
E01009179,1671
E01009189,1557
E01008933,1590
E01008934,1420
E01009031,1731
E01009037,1684
E01009176,1746
E01008929,1565
E01008930,1965
E01009495,1224
E01033629,2768
E01008953,1552
E01008963,1289
E01008964,1482
E01008965,1473
E01008966,1592
E01009032,1864
E01009034,1701
E01009035,1862
E01009036,1531
E01009494,1787
E01009496,1417
E01009497,1807
E01009504,1419
E01009506,1503
E01008967,1646
E01008968,1758
E01008970,1477
E01008981,1503
E01008932,1657
E01008935,1797
E01008936,1605
E01008938,1612
E01008939,1562
E01008951,1345
E01008952,1644
E01008955,1564
E01008956,1465
E01008957,1705
E01008950,1399
E01008954,1333
E01008958,1544
E01009493,1717
E01008937,1446
E01008940,1517
E01008941,1524
E01008944,1706
E01008959,1813
E01008960,1552
E01008961,1435
E01008962,2043
E01008942,1676
E01008943,1553
E01008969,1592
E01008971,1766
E01008972,1845
E01008973,1955
E01008974,2925
E01008975,1537
E01009172,1450
E01009173,1710
E01009174,1250
E01009498,1678
E01009499,1721
E01009205,1465
E01009206,1580
E01009211,1442
E01009218,1596
E01009219,1577
E01008976,1607
E01008978,1464
E01008979,1612
E01008980,1667
E01008945,1852
E01008946,1500
E01008947,1324
E01008948,1470
E01008949,1257
E01008977,1596
E01009109,1568
E01009119,1500
E01009120,1506
E01009162,1607
E01009207,1599
E01009208,1662
E01009209,2204
E01009213,1507
E01009155,1299
E01009157,1464
E01009160,1632
E01009161,1399
E01033633,2954
E01009117,2293
E01009210,1824
E01009212,1667
E01009214,1670
E01009215,1756
E01009108,1004
E01009111,1533
E01009112,1616
E01009116,1393
E01009118,1412
E01009107,1863
E01009110,1540
E01009113,1307
E01009114,1523
E01009115,1459
E01009158,1977
E01009163,1816
E01009165,1366
E01009169,1563
E01009159,2150
E01009164,1482
E01009167,1511
E01009171,1545
E01009166,1311
E01009168,1507
E01009170,1466
E01009216,1988
E01009217,1572
E01009039,1657
E01009040,1727
E01009041,1720
E01009042,1387
E01032589,1557
E01009262,1777
E01009267,1733
E01009276,1609
E01009278,1786
E01009279,1549
E01032591,1681
E01008995,2528
E01033557,2463
E01033624,1597
E01033626,1250
E01033640,1282
E01009378,2269
E01033567,1599
E01033615,1320
E01033616,1218
E01009143,1632
E01009146,2510
E01033564,1562
E01033639,1946
E01009141,1893
E01033565,1254
E01033618,1512
E01033619,1448
E01033627,1036
E01033620,1329
E01033622,2298
E01033623,1701
E01033625,1984
E01009200,1975
E01009327,1716
E01009328,2396
E01009331,2198
E01009332,1907
E01009333,1728
E01009335,1941
E01009344,1671
E01009339,1594
E01009340,2976
E01009382,1885
E01009391,1875
E01009392,1770
E01009393,1863
E01033641,3564
E08000026,352911
E01009589,1478
E01032536,2097
E01032537,1994
E01032538,2447
E01009590,1350
E01009591,1683
E01009593,1746
E01009598,1742
E01009604,1465
E01009605,1827
E01009607,1691
E01009608,1725
E01009610,1506
E01009564,1854
E01009575,1530
E01009606,1609
E01009609,1617
E01009524,1541
E01009525,1398
E01009527,1695
E01009594,1377
E01009577,1352
E01009579,2236
E01009581,1651
E01009584,1437
E01009585,1502
E01009709,1191
E01009576,1600
E01009578,1372
E01009582,1817
E01009583,1732
E01009586,1653
E01009565,1711
E01009566,1923
E01009567,1953
E01009568,1851
E01009523,1610
E01009526,1583
E01009528,2075
E01009531,1595
E01009587,2001
E01009624,1756
E01009625,2575
E01009626,1792
E01009622,1942
E01009623,1710
E01009627,1771
E01009628,1588
E01009599,1381
E01009663,1384
E01009710,1439
E01009711,1497
E01009522,1477
E01009529,1614
E01009530,1482
E01009645,1610
E01009569,1474
E01009570,2038
E01009571,1790
E01009572,2554
E01009573,1618
E01009574,1743
E01009655,2216
E01009656,1797
E01009659,2039
E01009662,1392
E01009664,1579
E01009643,1544
E01009644,1786
E01009647,1865
E01009648,1629
E01009652,1426
E01009653,1600
E01009613,1401
E01009657,1730
E01009712,1691
E01009714,1602
E01009716,1858
E01009580,1354
E01009713,1512
E01009715,1468
E01009717,1485
E01009718,1919
E01009629,3152
E01009630,1806
E01009631,1433
E01009632,2166
E01009650,2071
E01009614,1545
E01009654,1912
E01009658,1658
E01009660,1925
E01009646,1587
E01009692,1281
E01009693,1550
E01009694,1479
E01009695,1585
E01009696,1542
E01009704,1456
E01009705,1416
E01009636,2729
E01009637,1598
E01009638,1712
E01009639,1739
E01009640,2166
E01009641,4179
E01009697,1842
E01009698,1584
E01009703,3656
E01009706,1551
E01009649,1468
E01009684,1555
E01009685,1731
E01009686,1809
E01009687,1485
E01009615,2029
E01009616,1704
E01009617,1276
E01009618,1582
E01009620,2312
E01009621,1456
E01009633,2222
E01009634,2338
E01009635,4517
E01009661,2443
E01009674,1819
E01009699,1481
E01009700,1780
E01009701,1613
E01009702,1654
E01009688,1696
E01009689,1900
E01009690,1771
E01009691,1567
E01009548,2779
E01009553,2584
E01009642,5302
E01009651,1937
E01009676,1675
E01009681,1341
E01009682,1585
E01009683,1642
E01009532,1380
E01009535,1378
E01009536,1511
E01009543,1841
E01009707,1893
E01009708,1524
E01009554,1436
E01009555,1544
E01009556,1628
E01009557,1371
E01009558,1481
E01009559,1483
E01009537,1550
E01009538,1466
E01009611,2338
E01009612,1462
E01032527,1627
E01032528,1596
E01009679,1625
E01032531,2998
E01032532,1481
E01032533,1918
E01009549,1784
E01009550,2030
E01009552,1659
E01032534,2062
E01032535,1204
E01009544,1798
E01009619,3918
E01032529,1518
E01032530,2143
E01009539,1635
E01009540,2147
E01009541,1773
E01009542,1783
E01009560,1566
E01009561,1677
E01009562,1729
E01009563,1739
E01009672,2075
E01009666,1333
E01009667,1368
E01009668,1674
E01009670,1676
E01009665,1277
E01009669,1359
E01009671,4792
E01033058,2806
E01009588,1663
E01009592,1737
E01009596,1961
E01009597,1939
E01032587,1837
E08000027,317634
E01009763,1806
E01009764,1368
E01009767,1443
E01009769,1705
E01009770,1493
E01009773,1618
E01009777,1476
E01009778,1598
E01009895,1402
E01009896,1428
E01009897,1444
E01009898,1453
E01009901,1416
E01009902,1183
E01009765,1564
E01009766,1584
E01009768,1370
E01009771,1424
E01009775,1540
E01009776,1550
E01009758,1731
E01009760,1354
E01009772,1305
E01009774,1588
E01009788,1535
E01009756,1451
E01009757,1800
E01009759,1222
E01009762,1387
E01033187,3095
E01009781,2034
E01009786,1549
E01009789,1437
E01009790,1506
E01009779,1421
E01009782,1865
E01009783,1442
E01009785,1428
E01009899,1387
E01009900,1426
E01009780,2158
E01009784,1663
E01009787,1498
E01009880,1573
E01009882,1492
E01009891,1713
E01009892,1574
E01009893,1791
E01009894,1684
E01009844,1536
E01009879,2263
E01009881,2306
E01009885,1605
E01009816,1385
E01009817,1213
E01009819,1486
E01009820,1538
E01009748,1628
E01009839,1703
E01009883,1340
E01009884,1548
E01009886,1870
E01009814,1286
E01009815,1304
E01009818,1134
E01009821,1381
E01009822,1525
E01009887,1835
E01009888,1695
E01009889,2148
E01009890,1768
E01009749,1696
E01009750,1483
E01009823,1368
E01009824,1614
E01009751,1498
E01009752,1552
E01009753,1549
E01009754,1722
E01009841,1642
E01009840,1614
E01009842,1896
E01009843,1567
E01009871,2054
E01009875,1532
E01009825,1391
E01009826,1460
E01009827,1584
E01009828,1382
E01009829,1536
E01009830,1580
E01009872,1523
E01009873,1561
E01009874,1659
E01009876,1577
E01009877,1677
E01009911,1319
E01009912,2048
E01009913,1528
E01009914,1365
E01009915,1642
E01009916,1727
E01009741,2323
E01009744,2064
E01009746,1713
E01009747,1550
E01009731,1528
E01009740,1827
E01009742,1588
E01009743,1912
E01009745,1675
E01009917,1230
E01009918,1423
E01009919,1178
E01009920,1380
E01009864,1565
E01009865,1488
E01009866,1699
E01009867,1608
E01009878,1998
E01009791,1601
E01009792,1538
E01009795,1609
E01009796,1533
E01009798,1690
E01009719,1431
E01009722,1334
E01009727,1286
E01009728,1282
E01009729,1556
E01009720,1354
E01009723,1255
E01009724,1424
E01009730,1475
E01009903,1482
E01009904,1434
E01009909,1408
E01009910,1516
E01009793,1459
E01009794,1509
E01009797,1355
E01009801,1642
E01009721,2130
E01009725,1452
E01009726,1306
E01009834,1571
E01009833,1471
E01009835,1561
E01009869,1577
E01009870,1571
E01009809,1683
E01009813,1577
E01009861,1554
E01009862,1828
E01009863,2048
E01009868,1543
E01009734,1610
E01009735,1595
E01009736,1451
E01009737,1478
E01009738,1695
E01009856,2009
E01009905,1432
E01009906,1645
E01009907,1519
E01009908,1571
E01009800,1551
E01009802,1711
E01009803,1593
E01009804,1335
E01009831,1471
E01009836,1907
E01009837,1600
E01009838,1643
E01009847,1422
E01009848,1433
E01009849,1554
E01009851,1449
E01009732,1842
E01009733,1863
E01009739,1592
E01009799,1457
E01009805,1404
E01009806,1478
E01009854,1523
E01009857,1672
E01009858,1590
E01009859,1607
E01009845,1534
E01009846,1489
E01009850,1509
E01009852,1448
E01009832,1648
E01009853,1362
E01009855,1631
E01009860,1558
E01009807,1855
E01009808,1379
E01009810,1828
E01009811,1559
E01009812,1521
E08000028,322712
E01010085,1643
E01010086,1799
E01010087,1751
E01010088,1560
E01010089,1897
E01009969,1976
E01009970,1632
E01009971,1616
E01009973,2430
E01009960,1590
E01009961,1194
E01009966,1242
E01009967,1854
E01010092,1993
E01009962,1318
E01009963,1376
E01009964,1573
E01009965,1496
E01010090,1816
E01010091,1534
E01010096,1497
E01010097,1784
E01009968,1466
E01009972,1824
E01009974,1591
E01009975,1600
E01010030,1648
E01010034,1329
E01010035,1316
E01010036,1938
E01009982,1507
E01009983,1483
E01010029,1462
E01010037,1174
E01009991,2341
E01009994,1662
E01009995,1610
E01009996,1642
E01009997,1815
E01009998,2158
E01010008,1592
E01010010,1362
E01010011,2557
E01010012,1358
E01010007,1304
E01010009,1436
E01010013,1227
E01010014,1596
E01010093,1362
E01010094,1548
E01010095,1674
E01010098,1764
E01010099,1700
E01010100,1759
E01009978,1672
E01010031,1536
E01010032,1551
E01010033,1626
E01010074,2833
E01010066,1632
E01010067,1472
E01010068,1694
E01010070,1600
E01010075,1445
E01010076,1715
E01009976,2730
E01009977,1923
E01009979,1568
E01009980,2394
E01010069,1882
E01010071,1718
E01009947,2232
E01009992,1660
E01009993,1974
E01010103,1877
E01010104,1697
E01010105,1454
E01009981,1890
E01009985,1737
E01032887,3074
E01009986,1410
E01009987,1350
E01009989,1677
E01010106,1587
E01009988,2510
E01010101,2150
E01010102,1779
E01010107,1832
E01010015,1880
E01010016,1620
E01010018,2390
E01010072,2414
E01010073,1536
E01010077,1576
E01010079,1466
E01010080,1836
E01010081,1525
E01010082,2442
E01010083,1783
E01010084,1658
E01010046,2052
E01010047,2003
E01010048,1863
E01010049,1727
E01010050,1557
E01010052,1452
E01010053,2338
E01010017,2090
E01010019,1948
E01010020,1975
E01010021,1718
E01010039,1433
E01010043,1410
E01010044,1372
E01010078,1147
E01010059,2019
E01010061,1884
E01010062,1767
E01010063,2337
E01010064,1758
E01010065,3823
E01009934,1514
E01009935,1988
E01009936,1570
E01010004,1686
E01010054,2046
E01010055,1832
E01010056,1763
E01010057,1986
E01010060,2091
E01010038,1910
E01010040,1383
E01010041,1695
E01010045,1649
E01010000,1730
E01010002,2162
E01010003,1498
E01010005,1545
E01010006,1694
E01009938,1777
E01009943,1558
E01009944,1605
E01010051,1288
E01010058,1702
E01009937,1626
E01009939,1752
E01009940,1549
E01009941,1561
E01009942,1656
E01009929,1780
E01009930,1531
E01009931,2396
E01009932,1701
E01009999,1418
E01009921,1770
E01009922,1322
E01009924,1350
E01009925,1364
E01009926,1499
E01009927,1602
E01009928,1985
E01009933,1473
E01009952,2081
E01009955,2079
E01009956,1589
E01009959,1437
E01010042,1794
E01009923,1416
E01010024,1485
E01010026,1796
E01010027,1599
E01010001,1838
E01010022,1540
E01010023,1814
E01010025,1594
E01010028,1511
E01009953,1732
E01009954,1805
E01009957,1696
E01009958,1608
E01009946,1681
E01009948,1473
E01009949,1569
E01009950,1642
E01009951,2091
E01032592,1779
E08000029,211763
E01010118,1230
E01010120,1279
E01010121,1555
E01010122,1346
E01010235,1474
E01010236,1431
E01010239,1570
E01010240,1360
E01010117,1498
E01010119,1504
E01010123,1475
E01010124,1554
E01010146,1638
E01010234,1566
E01010237,1896
E01010238,1330
E01010145,1568
E01010147,1576
E01010148,1866
E01010149,1381
E01010125,1534
E01010129,1567
E01010139,1068
E01010141,1358
E01010140,1525
E01010142,1327
E01010143,1451
E01010144,1718
E01010111,1448
E01010126,1481
E01010127,1795
E01010128,1505
E01010130,1842
E01010131,1339
E01010109,1580
E01010110,1632
E01010112,1570
E01010113,1368
E01010114,1714
E01010157,1466
E01010159,1427
E01010162,1500
E01010163,1463
E01010132,1500
E01010133,1571
E01010134,1485
E01010135,1482
E01010138,1389
E01010136,1275
E01010137,1397
E01010158,1495
E01010160,1473
E01010161,1500
E01010174,1680
E01010175,1690
E01010177,1346
E01010178,1941
E01010172,1536
E01010173,1479
E01010176,1439
E01010179,1646
E01010115,1630
E01010116,1399
E01010227,1941
E01010228,1651
E01010232,2193
E01010195,1589
E01010226,1790
E01010229,1566
E01010230,1915
E01010231,1781
E01010233,2026
E01010108,1989
E01010164,1656
E01010165,1777
E01010167,1595
E01010199,1909
E01010200,1500
E01010201,1709
E01010204,1358
E01010205,1554
E01010206,1706
E01010192,1728
E01010196,1760
E01010197,1704
E01010198,1665
E01010218,1279
E01010219,1611
E01010221,1681
E01010222,1459
E01010191,1891
E01010202,1542
E01010203,1810
E01010209,1826
E01010213,1816
E01010208,1601
E01010210,1517
E01010211,1427
E01010217,1561
E01010190,1648
E01010193,1330
E01010194,1640
E01010207,1481
E01010166,1507
E01010168,1899
E01010169,1647
E01010170,1557
E01010171,1407
E01010151,1615
E01010152,1373
E01010153,1604
E01010154,1754
E01010155,1776
E01010156,1576
E01010212,1347
E01010214,1257
E01010215,1605
E01010216,1568
E01010150,1592
E01010184,1600
E01010185,1578
E01010186,1941
E01010187,1455
E01010188,1765
E01010180,1320
E01010181,2052
E01010183,1344
E01010189,1602
E01032885,1379
E01032886,2040
E01010220,1661
E01010223,1252
E01010225,1519
E01032590,1861
E08000030,278715
E01010301,1536
E01010303,1627
E01010306,2092
E01010307,1755
E01010302,1575
E01010304,1693
E01010305,1391
E01010308,1471
E01010345,1105
E01010346,1337
E01010347,1523
E01010350,1450
E01010249,1747
E01010250,1415
E01010252,1811
E01010254,1465
E01010348,1493
E01010349,1222
E01010351,1710
E01010352,1590
E01010284,1602
E01010285,1852
E01010286,1689
E01010290,1580
E01010251,1490
E01010253,1302
E01010255,1315
E01010256,1503
E01010257,1196
E01010292,1968
E01010294,1606
E01010296,1431
E01010297,1477
E01010291,1429
E01010293,1735
E01010298,1146
E01010299,1647
E01010300,1470
E01010319,1381
E01010321,1607
E01010353,1456
E01010354,1507
E01010395,1323
E01010397,1678
E01010398,1565
E01010399,1556
E01010282,1309
E01010287,1749
E01010288,1768
E01010289,1910
E01010277,1700
E01010283,2059
E01032889,2273
E01010393,1472
E01010394,1443
E01010396,1740
E01010400,2010
E01010241,2250
E01010242,1711
E01010243,1572
E01010244,1493
E01010320,1369
E01010322,1521
E01010323,1495
E01010324,1704
E01010271,1932
E01010272,1595
E01010273,1532
E01010295,1567
E01010279,2008
E01010374,2246
E01010375,2229
E01032888,2766
E01010378,1212
E01010379,1276
E01010382,1463
E01010383,1510
E01010376,1279
E01010377,1597
E01010380,1456
E01010381,1532
E01010267,1737
E01010268,1814
E01010274,1672
E01010275,1680
E01010245,1570
E01010246,1551
E01010247,1677
E01010248,1614
E01010388,1403
E01010258,1795
E01010259,1642
E01010260,1647
E01010266,1422
E01010317,1560
E01010318,1515
E01010325,1919
E01010369,1900
E01010401,1529
E01010403,1913
E01010404,1915
E01010407,1706
E01010408,1592
E01010269,1731
E01010270,1780
E01010362,1829
E01010363,2445
E01010402,1760
E01010405,1677
E01010406,2909
E01010409,1532
E01010385,1582
E01010386,1651
E01010387,1535
E01010392,1482
E01010326,1693
E01010327,1672
E01010328,1484
E01010330,1498
E01010368,2022
E01010370,1879
E01010371,2804
E01010372,1660
E01010373,1883
E01010361,1548
E01010364,1531
E01010365,1801
E01010366,1791
E01010367,1716
E01010384,1393
E01010389,1455
E01010390,1742
E01010391,1998
E01010261,1707
E01010263,1613
E01010264,1868
E01010265,1911
E01010336,1569
E01010340,1811
E01010341,1746
E01010342,1694
E01010343,1673
E01010344,1802
E01010331,1631
E01010332,1902
E01010333,1661
E01010334,1602
E01010262,1613
E01010309,1965
E01010311,2172
E01010316,1772
E01010335,1709
E01010337,1456
E01010338,1880
E01010339,1593
E01010310,1807
E01010312,1819
E01010313,1622
E01010314,1605
E01010315,1591
E01010329,1509
E01010355,1415
E01010356,1511
E01010357,2363
E01010358,1576
E01010359,1546
E01010360,1478
E08000031,256621
E01010434,1674
E01010436,1463
E01010437,1164
E01010438,1363
E01010439,1402
E01010440,1513
E01010441,1397
E01010495,1699
E01010497,1209
E01010499,1439
E01010500,1504
E01010496,1417
E01010498,1392
E01010541,1495
E01010543,1467
E01010456,1522
E01010457,1473
E01010462,1567
E01010481,1538
E01010555,1528
E01010556,1427
E01010557,1405
E01010559,1423
E01010560,1584
E01010435,1806
E01010501,1456
E01010502,1377
E01010503,1308
E01010482,1420
E01010483,1407
E01010484,1385
E01010485,1873
E01010458,1702
E01010459,1598
E01010460,1622
E01010461,1537
E01010566,1790
E01010539,1636
E01010540,1401
E01010542,1516
E01010544,1451
E01010545,1631
E01010554,1354
E01010558,1653
E01010562,1515
E01010563,1437
E01010567,1487
E01010478,1615
E01010479,1488
E01010480,1299
E01010486,1746
E01010474,1624
E01010561,1594
E01010564,2236
E01010565,1820
E01010522,1760
E01010523,1646
E01010524,1573
E01010525,1715
E01010546,1630
E01010547,1584
E01010548,1418
E01010549,1530
E01010553,1535
E01010471,1915
E01010472,2179
E01010473,2541
E01010475,1627
E01010476,1949
E01010477,1753
E01010526,1590
E01010527,1839
E01010528,2183
E01010529,1891
E01010506,1677
E01010508,1510
E01010510,1549
E01010511,1671
E01010512,1393
E01010442,1323
E01010443,1842
E01010444,1250
E01010445,1405
E01010447,1900
E01010448,1767
E01010509,1509
E01010550,1594
E01010551,1617
E01010552,1808
E01010463,1774
E01010464,1661
E01010465,1758
E01010466,1583
E01010470,1416
E01010521,3520
E01010487,1465
E01010488,1384
E01010493,1529
E01010504,1453
E01010505,1283
E01010507,1464
E01010418,1473
E01010421,1641
E01010423,1541
E01010424,1519
E01010417,1643
E01010419,1568
E01010420,1300
E01010425,1280
E01010446,1630
E01010467,1617
E01010468,1428
E01010469,1370
E01010516,1447
E01010518,1598
E01010414,2140
E01010415,1734
E01010416,1831
E01010422,1785
E01010489,1443
E01010490,1726
E01010491,1504
E01010492,1321
E01010494,1559
E01010449,2620
E01010450,1754
E01010451,1603
E01010452,1607
E01010455,2299
E01010427,1887
E01010431,1570
E01010432,1502
E01010519,1584
E01010520,1619
E01010513,1454
E01010514,1568
E01010515,1629
E01010517,1609
E01010533,1872
E01010535,1529
E01010536,1607
E01010537,1380
E01010410,2117
E01010411,2020
E01010412,2073
E01010413,1699
E01010531,1725
E01010532,1594
E01010534,1556
E01010538,1537
E01010426,1551
E01010428,1752
E01010429,1300
E01010430,1875
E01010433,1353
E01010453,2223
E01010454,1782
E01010530,1861
E07000234,96769
E01032138,1417
E01032139,1879
E01032140,1724
E01032141,1488
E01032136,1298
E01032137,1559
E01032168,1152
E01032169,1110
E01032176,2199
E01032126,2041
E01032170,1416
E01032171,1506
E01032172,1557
E01032133,1666
E01032135,1585
E01032145,1576
E01032147,1196
E01032134,1730
E01032146,1632
E01032177,1382
E01032178,1247
E01032142,2073
E01032143,1467
E01032144,1820
E01032149,1289
E01032127,1758
E01032128,1470
E01032129,1463
E01032152,1362
E01032148,1121
E01032150,1489
E01032151,1415
E01032153,1439
E01032155,1736
E01032122,2383
E01032123,1511
E01032124,1518
E01032125,1501
E01032154,1815
E01032159,1796
E01032160,1630
E01032161,1862
E01032156,2120
E01032157,1807
E01032173,1695
E01032175,1533
E01032158,1497
E01032162,1892
E01033059,1641
E01033061,1889
E01032130,2774
E01032131,1766
E01032132,2197
E01032174,1657
E01032166,2083
E01033060,2044
E01033062,2295
E01033243,1601
E07000235,76130
E01032193,2246
E01032212,1920
E01032213,1684
E01032214,2256
E01032181,2128
E01032190,1841
E01032199,1814
E01032223,2212
E01032179,1643
E01032180,1880
E01032182,2081
E01032183,1408
E01032194,1486
E01032195,1635
E01032196,1663
E01032197,1470
E01032205,1055
E01032206,1224
E01032207,1543
E01032217,1557
E01032188,1947
E01032189,2696
E01032220,1428
E01032221,1407
E01032222,1367
E01032201,1557
E01032202,1684
E01032203,1524
E01032204,1705
E01032191,2198
E01032192,1631
E01032211,1745
E01032184,1490
E01032185,1389
E01032186,1507
E01032187,1739
E01032208,1592
E01032209,1610
E01032210,1148
E01032218,1609
E01032219,1649
E01032198,2068
E01032200,2060
E01032215,1071
E01032216,1563
E07000236,84971
E01032226,2271
E01032227,1032
E01032243,1318
E01032244,1446
E01032240,1250
E01032241,1356
E01032242,1321
E01032245,1566
E01032232,1583
E01032233,3413
E01032234,1847
E01032235,1785
E01032224,1796
E01032225,1133
E01032239,1873
E01032262,2126
E01032273,1337
E01032275,1437
E01032277,1285
E01032278,1571
E01032236,1923
E01032237,1441
E01032238,1422
E01032264,1736
E01032255,1412
E01032263,1768
E01032266,1625
E01032274,1228
E01032259,1413
E01032269,1644
E01032270,1348
E01032271,1271
E01032272,1269
E01032253,1303
E01032265,1601
E01032267,1741
E01032268,1185
E01032276,1430
E01032250,1364
E01032251,1820
E01032252,1481
E01032254,1918
E01032256,1472
E01032257,1415
E01032258,1467
E01032260,1408
E01032246,1371
E01032247,1426
E01032248,1417
E01032249,1534
E01032261,1364
E01032228,1331
E01032229,1400
E01032230,1534
E01032231,1743
E07000237,102338
E01032296,1628
E01032297,1621
E01032298,1749
E01032299,1566
E01032300,1671
E01032303,1256
E01032304,1510
E01032331,1415
E01032332,1248
E01032330,1213
E01032334,2313
E01032335,1590
E01032336,1550
E01032279,1242
E01032312,1491
E01032327,1802
E01032328,1429
E01032329,2019
E01032301,1452
E01032302,1302
E01032310,1514
E01032311,1520
E01032313,1379
E01032333,2052
E01032314,1155
E01032315,2145
E01032316,1138
E01032317,1476
E01032280,1603
E01032281,1382
E01032282,1940
E01033246,1225
E01033247,1450
E01032337,2442
E01032338,2092
E01032339,1685
E01032318,1731
E01032319,1686
E01032320,1882
E01032321,1900
E01032322,1846
E01032305,1623
E01032306,1474
E01032307,1850
E01032309,1607
E01032285,1700
E01032292,1631
E01032294,1405
E01033248,1256
E01033249,1298
E01032286,2278
E01032287,1681
E01032288,1592
E01032289,1436
E01032290,1510
E01032283,1689
E01032284,1883
E01032295,2895
E01032308,1546
E01032323,1479
E01032324,1280
E01032325,1597
E01032326,1318
E07000238,122943
